endereco,latitude,longitude,resale_price,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease
"644 WOODLANDS RING RD, WOODLANDS, Singapore",1.438289634838224,103.79895443568715,355000.0,2017-01,WOODLANDS,4 ROOM,644,WOODLANDS RING RD,04 TO 06,101.0,Model A,1998.0,80 years 06 months
"667 WOODLANDS RING RD, WOODLANDS, Singapore",1.438289634838224,103.79895443568715,358000.0,2017-01,WOODLANDS,4 ROOM,667,WOODLANDS RING RD,10 TO 12,90.0,Model A,2001.0,83 years
"540 WOODLANDS DR 16, WOODLANDS, Singapore",1.4284027,103.79262374371804,360000.0,2017-01,WOODLANDS,4 ROOM,540,WOODLANDS DR 16,07 TO 09,101.0,Model A,2000.0,82 years 06 months
"588 WOODLANDS DR 16, WOODLANDS, Singapore",1.4277719,103.7946440137446,360000.0,2017-01,WOODLANDS,4 ROOM,588,WOODLANDS DR 16,01 TO 03,91.0,Model A,2001.0,83 years 03 months
"711 WOODLANDS DR 70, WOODLANDS, Singapore",1.44131655,103.79708486128712,360000.0,2017-01,WOODLANDS,4 ROOM,711,WOODLANDS DR 70,04 TO 06,101.0,Model A,1997.0,79 years 02 months
"162 WOODLANDS ST 13, WOODLANDS, Singapore",1.4331606,103.77299567274437,360000.0,2017-01,WOODLANDS,4 ROOM,162,WOODLANDS ST 13,04 TO 06,98.0,New Generation,1985.0,67 years 05 months
"707 WOODLANDS DR 40, WOODLANDS, Singapore",1.4404931,103.79681075519068,362000.0,2017-01,WOODLANDS,4 ROOM,707,WOODLANDS DR 40,04 TO 06,101.0,Model A,1996.0,78 years 09 months
"734 WOODLANDS CIRCLE, WOODLANDS, Singapore",1.4423398898519852,103.796632960062,365000.0,2017-01,WOODLANDS,4 ROOM,734,WOODLANDS CIRCLE,07 TO 09,102.0,Model A,1998.0,80 years 01 month
"604 WOODLANDS DR 42, WOODLANDS, Singapore",1.43690085,103.79633955,369000.0,2017-01,WOODLANDS,4 ROOM,604,WOODLANDS DR 42,07 TO 09,99.0,Model A2,1997.0,79 years 04 months
"716 WOODLANDS DR 70, WOODLANDS, Singapore",1.4413733,103.79948834360694,378000.0,2017-01,WOODLANDS,4 ROOM,716,WOODLANDS DR 70,01 TO 03,101.0,Model A,1997.0,79 years 05 months
"894D WOODLANDS DR 50, WOODLANDS, Singapore",1.4356469500000002,103.78946040497365,378000.0,2017-01,WOODLANDS,4 ROOM,894D,WOODLANDS DR 50,04 TO 06,100.0,Model A,1996.0,78 years 07 months
"897B WOODLANDS DR 50, WOODLANDS, Singapore",1.4360705500000002,103.79395978129145,380000.0,2017-01,WOODLANDS,4 ROOM,897B,WOODLANDS DR 50,07 TO 09,99.0,Model A,1997.0,79 years 06 months
"792 WOODLANDS AVE 6, WOODLANDS, Singapore",1.4472922529522725,103.79698335666818,388888.0,2017-01,WOODLANDS,4 ROOM,792,WOODLANDS AVE 6,10 TO 12,101.0,Model A,1997.0,79 years 10 months
"522 WOODLANDS DR 14, WOODLANDS, Singapore",1.4336448499999999,103.79383265859616,400000.0,2017-01,WOODLANDS,4 ROOM,522,WOODLANDS DR 14,10 TO 12,102.0,Premium Apartment,2000.0,82 years 05 months
"369 WOODLANDS AVE 1, WOODLANDS, Singapore",1.4333645000000002,103.78721097484735,410000.0,2017-01,WOODLANDS,4 ROOM,369,WOODLANDS AVE 1,04 TO 06,105.0,Model A,1996.0,78 years 10 months
"651 WOODLANDS RING RD, WOODLANDS, Singapore",1.438289634838224,103.79895443568715,410000.0,2017-01,WOODLANDS,4 ROOM,651,WOODLANDS RING RD,07 TO 09,101.0,Model A,1998.0,80 years 05 months
"364 WOODLANDS AVE 5, WOODLANDS, Singapore",1.4340169,103.78655598325543,418000.0,2017-01,WOODLANDS,4 ROOM,364,WOODLANDS AVE 5,07 TO 09,105.0,Model A,1996.0,78 years 05 months
"509 WOODLANDS DR 14, WOODLANDS, Singapore",1.43273275,103.78892065123581,420000.0,2017-01,WOODLANDS,4 ROOM,509,WOODLANDS DR 14,10 TO 12,107.0,Premium Apartment,1999.0,81 years 02 months
"511 WOODLANDS DR 14, WOODLANDS, Singapore",1.43347895,103.78852798713648,428000.0,2017-01,WOODLANDS,4 ROOM,511,WOODLANDS DR 14,07 TO 09,107.0,Premium Apartment,1999.0,81 years 02 months
"35 MARSILING DR, WOODLANDS, Singapore",1.4449907,103.77172047757202,355000.0,2017-01,WOODLANDS,5 ROOM,35,MARSILING DR,01 TO 03,115.0,Standard,1977.0,59 years 08 months
"425 WOODLANDS ST 41, WOODLANDS, Singapore",1.4272181,103.7739251494898,375000.0,2017-01,WOODLANDS,5 ROOM,425,WOODLANDS ST 41,07 TO 09,120.0,Improved,1997.0,79 years 03 months
"587 WOODLANDS DR 16, WOODLANDS, Singapore",1.4286257,103.79540050697038,390000.0,2017-01,WOODLANDS,5 ROOM,587,WOODLANDS DR 16,04 TO 06,111.0,Improved,2001.0,83 years 06 months
"681C WOODLANDS DR 62, WOODLANDS, Singapore",1.43978215,103.803138196345,390000.0,2017-01,WOODLANDS,5 ROOM,681C,WOODLANDS DR 62,04 TO 06,120.0,Premium Apartment,2000.0,82 years 01 month
"120 MARSILING RISE, WOODLANDS, Singapore",1.43914365,103.78086835951967,395000.0,2017-01,WOODLANDS,5 ROOM,120,MARSILING RISE,10 TO 12,125.0,Improved,1985.0,67 years 11 months
"787E WOODLANDS CRES, WOODLANDS, Singapore",1.44512805,103.80213214631672,395000.0,2017-01,WOODLANDS,5 ROOM,787E,WOODLANDS CRES,04 TO 06,122.0,Improved,1997.0,79 years 09 months
"686C WOODLANDS DR 73, WOODLANDS, Singapore",1.4423089999999998,103.8067738265652,400000.0,2017-01,WOODLANDS,5 ROOM,686C,WOODLANDS DR 73,07 TO 09,114.0,Premium Apartment,2003.0,85 years 01 month
"416 WOODLANDS ST 41, WOODLANDS, Singapore",1.4283827,103.77388864403606,400000.0,2017-01,WOODLANDS,5 ROOM,416,WOODLANDS ST 41,10 TO 12,138.0,Model A,1996.0,78 years 01 month
"551 WOODLANDS DR 44, WOODLANDS, Singapore",1.43309925,103.79537747955848,410000.0,2017-01,WOODLANDS,5 ROOM,551,WOODLANDS DR 44,04 TO 06,115.0,Improved,2000.0,82 years 01 month
"717 WOODLANDS DR 70, WOODLANDS, Singapore",1.440611,103.79894284994742,410000.0,2017-01,WOODLANDS,5 ROOM,717,WOODLANDS DR 70,04 TO 06,119.0,Improved,1997.0,79 years 05 months
"518 WOODLANDS DR 14, WOODLANDS, Singapore",1.4344402,103.79159973189456,418000.0,2017-01,WOODLANDS,5 ROOM,518,WOODLANDS DR 14,01 TO 03,125.0,Premium Apartment,2000.0,82 years 08 months
"777 WOODLANDS CRES, WOODLANDS, Singapore",1.4488555049041534,103.80027636345977,420000.0,2017-01,WOODLANDS,5 ROOM,777,WOODLANDS CRES,01 TO 03,123.0,Improved,1998.0,80 years
"576 WOODLANDS DR 16, WOODLANDS, Singapore",1.4304998,103.79685562024353,422000.0,2017-01,WOODLANDS,5 ROOM,576,WOODLANDS DR 16,10 TO 12,110.0,Improved,2000.0,82 years 11 months
"631 WOODLANDS RING RD, WOODLANDS, Singapore",1.438289634838224,103.79895443568715,430000.0,2017-01,WOODLANDS,5 ROOM,631,WOODLANDS RING RD,10 TO 12,122.0,Improved,1998.0,80 years 07 months
"173 WOODLANDS ST 13, WOODLANDS, Singapore",1.4332734,103.77724794639596,430000.0,2017-01,WOODLANDS,5 ROOM,173,WOODLANDS ST 13,04 TO 06,123.0,Improved,1989.0,71 years 02 months
"680 WOODLANDS AVE 6, WOODLANDS, Singapore",1.4472922529522725,103.79698335666818,435000.0,2017-01,WOODLANDS,5 ROOM,680,WOODLANDS AVE 6,01 TO 03,123.0,Improved,1998.0,80 years 07 months
"525 WOODLANDS DR 14, WOODLANDS, Singapore",1.43263295,103.79327008170739,442888.0,2017-01,WOODLANDS,5 ROOM,525,WOODLANDS DR 14,04 TO 06,129.0,Premium Apartment,2000.0,82 years 02 months
"503 WOODLANDS DR 14, WOODLANDS, Singapore",,,443000.0,2017-01,WOODLANDS,5 ROOM,503,WOODLANDS DR 14,07 TO 09,124.0,Improved,1998.0,80 years 11 months
"538 WOODLANDS DR 16, WOODLANDS, Singapore",,,445000.0,2017-01,WOODLANDS,5 ROOM,538,WOODLANDS DR 16,10 TO 12,115.0,Improved,2000.0,82 years 07 months
"549 WOODLANDS DR 44, WOODLANDS, Singapore",,,445000.0,2017-01,WOODLANDS,5 ROOM,549,WOODLANDS DR 44,04 TO 06,115.0,Improved,2000.0,82 years 04 months
"726 WOODLANDS CIRCLE, WOODLANDS, Singapore",,,451000.0,2017-01,WOODLANDS,5 ROOM,726,WOODLANDS CIRCLE,10 TO 12,121.0,Improved,1997.0,79 years 06 months
"683C WOODLANDS DR 62, WOODLANDS, Singapore",,,455000.0,2017-01,WOODLANDS,5 ROOM,683C,WOODLANDS DR 62,07 TO 09,121.0,Premium Apartment,2000.0,82 years 03 months
"727 WOODLANDS CIRCLE, WOODLANDS, Singapore",,,465000.0,2017-01,WOODLANDS,5 ROOM,727,WOODLANDS CIRCLE,10 TO 12,122.0,Improved,1997.0,79 years 05 months
"515 WOODLANDS DR 14, WOODLANDS, Singapore",1.43471915,103.790627531501,480000.0,2017-01,WOODLANDS,5 ROOM,515,WOODLANDS DR 14,10 TO 12,125.0,Premium Apartment,1999.0,81 years 02 months
"650 WOODLANDS RING RD, WOODLANDS, Singapore",1.4380659263323938,103.80201007808724,520000.0,2017-01,WOODLANDS,EXECUTIVE,650,WOODLANDS RING RD,01 TO 03,141.0,Apartment,1998.0,80 years 05 months
"865 WOODLANDS ST 83, WOODLANDS, Singapore",1.4410788,103.79267429370569,528000.0,2017-01,WOODLANDS,EXECUTIVE,865,WOODLANDS ST 83,04 TO 06,145.0,Apartment,1996.0,78 years 02 months
"893D WOODLANDS DR 50, WOODLANDS, Singapore",1.4364162999999999,103.78980736687117,530000.0,2017-01,WOODLANDS,EXECUTIVE,893D,WOODLANDS DR 50,01 TO 03,140.0,Apartment,1996.0,78 years 09 months
"516 WOODLANDS DR 14, WOODLANDS, Singapore",1.43467605,103.79117069685114,600000.0,2017-01,WOODLANDS,EXECUTIVE,516,WOODLANDS DR 14,10 TO 12,147.0,Premium Apartment,1999.0,81 years 02 months
"893A WOODLANDS DR 50, WOODLANDS, Singapore",1.4368561,103.79053961603773,600000.0,2017-01,WOODLANDS,EXECUTIVE,893A,WOODLANDS DR 50,10 TO 12,145.0,Maisonette,1996.0,78 years 09 months
"451 YISHUN RING RD, YISHUN, Singapore",1.4244387913108387,103.84501805945204,235000.0,2017-01,YISHUN,2 ROOM,451,YISHUN RING RD,04 TO 06,47.0,Model A,2012.0,94 years 08 months
"773 YISHUN AVE 3, YISHUN, Singapore",1.42330095,103.8326173862724,250000.0,2017-01,YISHUN,3 ROOM,773,YISHUN AVE 3,04 TO 06,64.0,Simplified,1987.0,69 years
"774 YISHUN AVE 3, YISHUN, Singapore",,,250000.0,2017-01,YISHUN,3 ROOM,774,YISHUN AVE 3,07 TO 09,64.0,Simplified,1987.0,69 years 01 month
"618 YISHUN RING RD, YISHUN, Singapore",1.4187900500000001,103.83561204390583,264888.0,2017-01,YISHUN,3 ROOM,618,YISHUN RING RD,04 TO 06,64.0,Simplified,1992.0,74 years 05 months
"126 YISHUN ST 11, YISHUN, Singapore",1.4321965,103.8329358,265000.0,2017-01,YISHUN,3 ROOM,126,YISHUN ST 11,10 TO 12,67.0,New Generation,1984.0,66 years 08 months
"661 YISHUN AVE 4, YISHUN, Singapore",1.4186718,103.8406692,265000.0,2017-01,YISHUN,3 ROOM,661,YISHUN AVE 4,07 TO 09,64.0,Simplified,1992.0,74 years 05 months
"273 YISHUN ST 22, YISHUN, Singapore",1.4368423,103.8377878,272000.0,2017-01,YISHUN,3 ROOM,273,YISHUN ST 22,07 TO 09,74.0,Model A,1986.0,68 years 06 months
"725 YISHUN ST 71, YISHUN, Singapore",1.4269295,103.83068857887051,281000.0,2017-01,YISHUN,3 ROOM,725,YISHUN ST 71,07 TO 09,64.0,Simplified,1987.0,69 years 09 months
"117 YISHUN RING RD, YISHUN, Singapore",1.4244387913108387,103.84501805945204,285000.0,2017-01,YISHUN,3 ROOM,117,YISHUN RING RD,01 TO 03,74.0,Model A,1983.0,65 years 05 months
"147 YISHUN ST 11, YISHUN, Singapore",1.4321965,103.8329358,290000.0,2017-01,YISHUN,3 ROOM,147,YISHUN ST 11,01 TO 03,67.0,New Generation,1985.0,67 years 08 months
"354 YISHUN RING RD, YISHUN, Singapore",1.4257969,103.84526925,291000.0,2017-01,YISHUN,3 ROOM,354,YISHUN RING RD,04 TO 06,74.0,Model A,1989.0,71 years 01 month
"160 YISHUN ST 11, YISHUN, Singapore",1.4321965,103.8329358,295000.0,2017-01,YISHUN,3 ROOM,160,YISHUN ST 11,10 TO 12,67.0,New Generation,1985.0,67 years 08 months
"701 YISHUN AVE 5, YISHUN, Singapore",1.4299526,103.82886105,296888.0,2017-01,YISHUN,3 ROOM,701,YISHUN AVE 5,10 TO 12,82.0,New Generation,1984.0,66 years
"107 YISHUN RING RD, YISHUN, Singapore",1.4244387913108387,103.84501805945204,300000.0,2017-01,YISHUN,3 ROOM,107,YISHUN RING RD,01 TO 03,81.0,New Generation,1982.0,64 years 04 months
"621 YISHUN RING RD, YISHUN, Singapore",1.4186849000000001,103.83516263850677,300000.0,2017-01,YISHUN,3 ROOM,621,YISHUN RING RD,04 TO 06,73.0,Model A,1988.0,70 years 01 month
"849 YISHUN RING RD, YISHUN, Singapore",1.4171201,103.8353542,300000.0,2017-01,YISHUN,3 ROOM,849,YISHUN RING RD,04 TO 06,60.0,Model A,1999.0,81 years 06 months
"217 YISHUN ST 21, YISHUN, Singapore",1.4353927,103.8361173,300000.0,2017-01,YISHUN,3 ROOM,217,YISHUN ST 21,04 TO 06,68.0,New Generation,1985.0,67 years 08 months
"242 YISHUN RING RD, YISHUN, Singapore",1.4244387913108387,103.84501805945204,310000.0,2017-01,YISHUN,3 ROOM,242,YISHUN RING RD,07 TO 09,67.0,New Generation,1986.0,68 years
"861 YISHUN AVE 4, YISHUN, Singapore",1.4186718,103.8406692,314000.0,2017-01,YISHUN,3 ROOM,861,YISHUN AVE 4,10 TO 12,74.0,Model A,1989.0,71 years 01 month
"454 YISHUN ST 41, YISHUN, Singapore",1.4185251231254685,103.84652193759865,315000.0,2017-01,YISHUN,3 ROOM,454,YISHUN ST 41,07 TO 09,67.0,Model A,2013.0,95 years 07 months
"216 YISHUN ST 21, YISHUN, Singapore",1.4322459,103.83640395,322888.0,2017-01,YISHUN,3 ROOM,216,YISHUN ST 21,04 TO 06,68.0,New Generation,1985.0,67 years 02 months
"853 YISHUN RING RD, YISHUN, Singapore",1.4244387913108387,103.84501805945204,333000.0,2017-01,YISHUN,3 ROOM,853,YISHUN RING RD,04 TO 06,74.0,Model A,1988.0,70 years
"636 YISHUN ST 61, YISHUN, Singapore",1.4192823,103.8381976,300000.0,2017-01,YISHUN,4 ROOM,636,YISHUN ST 61,04 TO 06,83.0,Simplified,1987.0,69 years 09 months
"646 YISHUN ST 61, YISHUN, Singapore",1.4192823,103.8381976,300000.0,2017-01,YISHUN,4 ROOM,646,YISHUN ST 61,04 TO 06,84.0,Simplified,1987.0,69 years 08 months
"435 YISHUN AVE 6, YISHUN, Singapore",1.44046705,103.83942575,305000.0,2017-01,YISHUN,4 ROOM,435,YISHUN AVE 6,04 TO 06,84.0,Simplified,1988.0,70 years 08 months
"167 YISHUN RING RD, YISHUN, Singapore",1.4244387913108387,103.84501805945204,310000.0,2017-01,YISHUN,4 ROOM,167,YISHUN RING RD,07 TO 09,84.0,Simplified,1987.0,69 years 11 months
"252 YISHUN RING RD, YISHUN, Singapore",1.4244387913108387,103.84501805945204,315000.0,2017-01,YISHUN,4 ROOM,252,YISHUN RING RD,01 TO 03,84.0,Simplified,1985.0,67 years 02 months
"262 YISHUN ST 22, YISHUN, Singapore",1.4368423,103.8377878,315000.0,2017-01,YISHUN,4 ROOM,262,YISHUN ST 22,07 TO 09,84.0,Simplified,1985.0,67 years 08 months
"439 YISHUN AVE 11, YISHUN, Singapore",1.42198995,103.84642253761831,318000.0,2017-01,YISHUN,4 ROOM,439,YISHUN AVE 11,01 TO 03,104.0,Model A,1988.0,70 years 07 months
"662 YISHUN AVE 4, YISHUN, Singapore",1.4186718,103.8406692,322000.0,2017-01,YISHUN,4 ROOM,662,YISHUN AVE 4,10 TO 12,84.0,Simplified,1987.0,69 years 08 months
"645 YISHUN ST 61, YISHUN, Singapore",1.4192823,103.8381976,330000.0,2017-01,YISHUN,4 ROOM,645,YISHUN ST 61,01 TO 03,91.0,New Generation,1992.0,74 years 05 months
"302 YISHUN CTRL, YISHUN, Singapore",1.42645065,103.83720383435042,350000.0,2017-01,YISHUN,4 ROOM,302,YISHUN CTRL,01 TO 03,104.0,Model A,1988.0,70 years 02 months
"641 YISHUN ST 61, YISHUN, Singapore",1.42075795,103.83803485137335,355000.0,2017-01,YISHUN,4 ROOM,641,YISHUN ST 61,10 TO 12,91.0,New Generation,1992.0,74 years 05 months
"868 YISHUN ST 81, YISHUN, Singapore",1.4150529,103.8354045,355000.0,2017-01,YISHUN,4 ROOM,868,YISHUN ST 81,07 TO 09,84.0,Simplified,1987.0,69 years 10 months
"425 YISHUN AVE 11, YISHUN, Singapore",1.4224350499999998,103.84832881418998,356000.0,2017-01,YISHUN,4 ROOM,425,YISHUN AVE 11,07 TO 09,104.0,Model A,1988.0,70 years 07 months
"738 YISHUN ST 72, YISHUN, Singapore",1.427771,103.8314895,358000.0,2017-01,YISHUN,4 ROOM,738,YISHUN ST 72,01 TO 03,91.0,New Generation,1985.0,67 years
"330 YISHUN RING RD, YISHUN, Singapore",1.4244387913108387,103.84501805945204,361888.0,2017-01,YISHUN,4 ROOM,330,YISHUN RING RD,10 TO 12,105.0,Model A,1995.0,77 years 02 months
"237 YISHUN RING RD, YISHUN, Singapore",1.4244387913108387,103.84501805945204,365000.0,2017-01,YISHUN,4 ROOM,237,YISHUN RING RD,04 TO 06,93.0,New Generation,1985.0,67 years 05 months
"264 YISHUN ST 22, YISHUN, Singapore",1.43583995,103.83840816272888,375000.0,2017-01,YISHUN,4 ROOM,264,YISHUN ST 22,10 TO 12,104.0,Model A,1986.0,68 years 05 months
"443 YISHUN AVE 11, YISHUN, Singapore",1.4244331812521331,103.84484233261732,378000.0,2017-01,YISHUN,4 ROOM,443,YISHUN AVE 11,01 TO 03,92.0,Model A,2012.0,94 years 06 months
"778 YISHUN AVE 2, YISHUN, Singapore",1.42220415,103.83378733693112,380000.0,2017-01,YISHUN,4 ROOM,778,YISHUN AVE 2,07 TO 09,105.0,Model A,1989.0,71 years
"756 YISHUN ST 72, YISHUN, Singapore",1.4265721,103.83325611735009,385000.0,2017-01,YISHUN,4 ROOM,756,YISHUN ST 72,04 TO 06,84.0,Simplified,1985.0,67 years 09 months
"871 YISHUN ST 81, YISHUN, Singapore",1.4150529,103.8354045,398000.0,2017-01,YISHUN,4 ROOM,871,YISHUN ST 81,07 TO 09,104.0,Model A,1988.0,70 years 02 months
